pc_timestamp,record,session_id,rx_ms_receiver,src_mac,dst_mac,seq,tx_ms_sender,gap,total_missing,name,value,rssi_dbm,noise_floor_dbm,snr_db,channel,sig_mode,mcs,rate
2026-06-14T09:39:21,RX,run24,12030,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260002,700040,1,1,ESP_SENDER,73.62,-78,-92,14,1,0,0,0
2026-06-14T09:39:21,RX,run24,12091,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260003,700060,0,1,ESP_SENDER,90.59,-74,-95,21,1,0,0,0
2026-06-14T09:39:21,RX,run24,12117,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260004,700080,0,1,ESP_SENDER,73.57,-81,-93,12,1,0,0,0
2026-06-14T09:39:21,RX,run24,12146,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260005,700100,0,1,ESP_SENDER,62.88,-77,-95,18,1,0,0,0
2026-06-14T09:39:21,RX,run24,12197,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260007,700140,1,2,ESP_SENDER,88.13,-82,-96,14,1,0,0,0
2026-06-14T09:39:21,RX,run24,12236,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260008,700160,0,2,ESP_SENDER,62.40,-76,-96,20,1,0,0,0
2026-06-14T09:39:21,RX,run24,12250,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260009,700180,0,2,ESP_SENDER,27.64,-80,-95,15,1,0,0,0
2026-06-14T09:39:21,RX,run24,12256,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260010,700200,0,2,ESP_SENDER,74.93,-79,-94,15,1,0,0,0
2026-06-14T09:39:21,RX,run24,12278,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260011,700220,0,2,ESP_SENDER,70.54,-79,-97,18,1,0,0,0
2026-06-14T09:39:21,RX,run24,12292,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260012,700240,0,2,ESP_SENDER,61.88,-80,-97,17,1,0,0,0
2026-06-14T09:39:21,RX,run24,12299,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260013,700260,0,2,ESP_SENDER,45.99,-79,-96,17,1,0,0,0
2026-06-14T09:39:21,RX,run24,12311,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260014,700280,0,2,ESP_SENDER,78.33,-77,-97,20,1,0,0,0
2026-06-14T09:39:21,RX,run24,12329,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260015,700300,0,2,ESP_SENDER,66.34,-79,-95,16,1,0,0,0
2026-06-14T09:39:21,RX,run24,12349,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260016,700320,0,2,ESP_SENDER,70.02,-81,-96,15,1,0,0,0
2026-06-14T09:39:21,RX,run24,12387,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260018,700360,1,3,ESP_SENDER,93.18,-86,-98,12,1,0,0,0
2026-06-14T09:39:21,RX,run24,12420,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260019,700380,0,3,ESP_SENDER,54.93,-77,-95,18,1,0,0,0
2026-06-14T09:39:21,RX,run24,12436,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260020,700400,0,3,ESP_SENDER,56.59,-75,-95,20,1,0,0,0
2026-06-14T09:39:21,RX,run24,12476,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260021,700420,0,3,ESP_SENDER,28.73,-80,-94,14,1,0,0,0
2026-06-14T09:39:21,RX,run24,12482,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260022,700440,0,3,ESP_SENDER,32.81,-74,-97,23,1,0,0,0
2026-06-14T09:39:21,RX,run24,12490,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260023,700460,0,3,ESP_SENDER,8.67,-78,-96,18,1,0,0,0
2026-06-14T09:39:21,RX,run24,12500,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260024,700480,0,3,ESP_SENDER,24.61,-76,-97,21,1,0,0,0
2026-06-14T09:39:21,RX,run24,12527,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260025,700500,0,3,ESP_SENDER,41.96,-80,-97,17,1,0,0,0
2026-06-14T09:39:21,RX,run24,12547,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260026,700520,0,3,ESP_SENDER,5.83,-76,-97,21,1,0,0,0
2026-06-14T09:39:21,RX,run24,12568,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260027,700540,0,3,ESP_SENDER,18.87,-74,-96,22,1,0,0,0
2026-06-14T09:39:21,RX,run24,12600,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,260028,700560,0,3,ESP_SENDER,62.09,-76,-96,20,1,0,0,0
