pc_timestamp,record,session_id,rx_ms_receiver,src_mac,dst_mac,seq,tx_ms_sender,gap,total_missing,name,value,rssi_dbm,noise_floor_dbm,snr_db,channel,sig_mode,mcs,rate
2026-06-14T11:12:03,RX,run59,17006,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,360001,1200020,0,0,ESP_SENDER,88.90,-82,-98,16,1,0,0,0
2026-06-14T11:12:03,RX,run59,17016,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,360002,1200040,0,0,ESP_SENDER,2.75,-83,-95,12,1,0,0,0
2026-06-14T11:12:03,RX,run59,17051,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,360003,1200060,0,0,ESP_SENDER,71.28,-81,-94,13,1,0,0,0
2026-06-14T11:12:03,RX,run59,17069,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,360004,1200080,0,0,ESP_SENDER,94.55,-83,-98,15,1,0,0,0
2026-06-14T11:12:03,RX,run59,17070,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,360005,1200100,0,0,ESP_SENDER,30.07,-85,-96,11,1,0,0,0
2026-06-14T11:12:03,RX,run59,17095,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,360006,1200120,0,0,ESP_SENDER,88.43,-85,-97,12,1,0,0,0
2026-06-14T11:12:03,RX,run59,17184,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,360009,1200180,2,2,ESP_SENDER,69.00,-89,-95,6,1,0,0,0
2026-06-14T11:12:03,RX,run59,17230,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,360011,1200220,1,3,ESP_SENDER,68.98,-87,-96,9,1,0,0,0
2026-06-14T11:12:03,RX,run59,17251,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,360012,1200240,0,3,ESP_SENDER,79.34,-86,-94,8,1,0,0,0
2026-06-14T11:12:03,RX,run59,17300,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,360014,1200280,1,4,ESP_SENDER,65.27,-94,-96,2,1,0,0,0
2026-06-14T11:12:03,RX,run59,17314,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,360016,1200320,1,5,ESP_SENDER,44.13,-91,-96,5,1,0,0,0
2026-06-14T11:12:03,RX,run59,17315,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,360017,1200340,0,5,ESP_SENDER,63.04,-86,-96,10,1,0,0,0
2026-06-14T11:12:03,RX,run59,17344,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,360018,1200360,0,5,ESP_SENDER,69.22,-89,-97,8,1,0,0,0
