rx_time_ms,sequence_number,tx_timestamp_ms,rssi,payload_size,scenario_id,packet_rate
46842,9708,486116,-83,100,run02,20
46884,9709,486166,-82,100,run02,20
46934,9710,486216,-83,100,run02,20
46991,9711,486266,-84,100,run02,20
47034,9712,486316,-84,100,run02,20
47084,9713,486366,-83,100,run02,20
47136,9714,486416,-83,100,run02,20
47185,9715,486466,-83,100,run02,20
47240,9716,486516,-83,100,run02,20
47284,9717,486566,-82,100,run02,20
47342,9718,486616,-82,100,run02,20
47386,9719,486666,-83,100,run02,20
47438,9720,486716,-83,100,run02,20
47485,9721,486766,-82,100,run02,20
47536,9722,486816,-84,100,run02,20
47584,9723,486866,-83,100,run02,20
47637,9724,486916,-83,100,run02,20
47684,9725,486966,-83,100,run02,20
47734,9726,487016,-83,100,run02,20
47784,9727,487066,-84,100,run02,20
47834,9728,487116,-83,100,run02,20
47885,9729,487166,-84,100,run02,20
47934,9730,487216,-82,100,run02,20
47985,9731,487266,-83,100,run02,20
48037,9732,487316,-83,100,run02,20
48086,9733,487366,-83,100,run02,20
48134,9734,487416,-84,100,run02,20
48185,9735,487466,-84,100,run02,20
48238,9736,487516,-83,100,run02,20
48284,9737,487566,-84,100,run02,20
48334,9738,487616,-84,100,run02,20
48385,9739,487666,-84,100,run02,20
48434,9740,487716,-83,100,run02,20
48485,9741,487766,-83,100,run02,20
48534,9742,487816,-85,100,run02,20
48594,9743,487866,-84,100,run02,20
48642,9744,487916,-85,100,run02,20
48689,9745,487966,-83,100,run02,20
48736,9746,488016,-86,100,run02,20
48785,9747,488066,-85,100,run02,20
48837,9748,488116,-81,100,run02,20
48884,9749,488166,-85,100,run02,20
48941,9750,488216,-83,100,run02,20
48984,9751,488266,-83,100,run02,20
49034,9752,488316,-85,100,run02,20
49084,9753,488366,-84,100,run02,20
49134,9754,488416,-84,100,run02,20
49184,9755,488466,-84,100,run02,20
49234,9756,488516,-84,100,run02,20
49286,9757,488566,-85,100,run02,20
49334,9758,488616,-83,100,run02,20
49384,9759,488666,-85,100,run02,20
49434,9760,488716,-87,100,run02,20
49484,9761,488766,-85,100,run02,20
49538,9762,488816,-84,100,run02,20
49592,9763,488866,-84,100,run02,20
49638,9764,488916,-85,100,run02,20
49687,9765,488966,-85,100,run02,20
49736,9766,489016,-85,100,run02,20
49784,9767,489066,-85,100,run02,20
49834,9768,489116,-87,100,run02,20
49884,9769,489166,-86,100,run02,20
49934,9770,489216,-85,100,run02,20
49984,9771,489266,-85,100,run02,20
50037,9772,489316,-84,100,run02,20
50086,9773,489366,-79,100,run02,20
50135,9774,489416,-85,100,run02,20
50186,9775,489466,-85,100,run02,20
50235,9776,489516,-85,100,run02,20
50284,9777,489566,-86,100,run02,20
50336,9778,489616,-84,100,run02,20
50384,9779,489666,-84,100,run02,20
50437,9780,489716,-82,100,run02,20
50484,9781,489766,-85,100,run02,20
50534,9782,489816,-86,100,run02,20
50584,9783,489866,-85,100,run02,20
50637,9784,489916,-86,100,run02,20
50688,9785,489966,-85,100,run02,20
50740,9786,490016,-84,100,run02,20
50784,9787,490066,-85,100,run02,20
50836,9788,490116,-85,100,run02,20
50886,9789,490166,-87,100,run02,20
50936,9790,490216,-84,100,run02,20
50989,9791,490266,-84,100,run02,20
51035,9792,490316,-85,100,run02,20
51084,9793,490366,-84,100,run02,20
51134,9794,490416,-85,100,run02,20
51186,9795,490466,-85,100,run02,20
51235,9796,490516,-86,100,run02,20
51284,9797,490566,-85,100,run02,20
51334,9798,490616,-86,100,run02,20
51392,9799,490666,-84,100,run02,20
51436,9800,490716,-85,100,run02,20
51484,9801,490766,-85,100,run02,20
51534,9802,490816,-87,100,run02,20
51589,9803,490866,-84,100,run02,20
51634,9804,490916,-85,100,run02,20
51684,9805,490966,-86,100,run02,20
51734,9806,491016,-86,100,run02,20
51784,9807,491066,-85,100,run02,20
51834,9808,491116,-86,100,run02,20
51886,9809,491166,-85,100,run02,20
51934,9810,491216,-85,100,run02,20
51985,9811,491266,-85,100,run02,20
52034,9812,491316,-86,100,run02,20
52088,9813,491366,-85,100,run02,20
52136,9814,491416,-88,100,run02,20
52186,9815,491466,-85,100,run02,20
52235,9816,491516,-84,100,run02,20
52289,9817,491566,-84,100,run02,20
52339,9818,491616,-85,100,run02,20
52384,9819,491666,-85,100,run02,20
52437,9820,491716,-86,100,run02,20
52494,9821,491766,-86,100,run02,20
52534,9822,491816,-86,100,run02,20
52588,9823,491866,-85,100,run02,20
52634,9824,491916,-84,100,run02,20
52700,9825,491966,-85,100,run02,20
52743,9826,492016,-85,100,run02,20
52792,9827,492066,-85,100,run02,20
52855,9828,492116,-85,100,run02,20
52895,9829,492166,-86,100,run02,20
52953,9830,492216,-85,100,run02,20
52987,9831,492266,-83,100,run02,20
53035,9832,492316,-82,100,run02,20
53084,9833,492366,-84,100,run02,20
53134,9834,492416,-85,100,run02,20
53184,9835,492466,-84,100,run02,20
53234,9836,492516,-84,100,run02,20
53284,9837,492566,-85,100,run02,20
53335,9838,492616,-85,100,run02,20
53384,9839,492666,-84,100,run02,20
53434,9840,492716,-85,100,run02,20
53484,9841,492766,-85,100,run02,20
53534,9842,492816,-84,100,run02,20
53586,9843,492866,-84,100,run02,20
53634,9844,492916,-83,100,run02,20
53684,9845,492966,-83,100,run02,20
53734,9846,493016,-84,100,run02,20
53784,9847,493066,-84,100,run02,20
53834,9848,493116,-84,100,run02,20
53884,9849,493166,-85,100,run02,20
53941,9850,493216,-84,100,run02,20
53984,9851,493266,-84,100,run02,20
54046,9852,493316,-83,100,run02,20
54088,9853,493366,-83,100,run02,20
54139,9854,493416,-83,100,run02,20
54184,9855,493466,-82,100,run02,20
54237,9856,493516,-83,100,run02,20
54285,9857,493566,-84,100,run02,20
54334,9858,493616,-87,100,run02,20
54384,9859,493666,-83,100,run02,20
54438,9860,493716,-84,100,run02,20
54484,9861,493766,-83,100,run02,20
54536,9862,493816,-83,100,run02,20
54584,9863,493866,-87,100,run02,20
54636,9864,493916,-84,100,run02,20
54685,9865,493966,-83,100,run02,20
54734,9866,494016,-83,100,run02,20
54784,9867,494066,-83,100,run02,20
54836,9868,494116,-83,100,run02,20
54884,9869,494166,-83,100,run02,20
54941,9870,494216,-84,100,run02,20
54992,9871,494266,-84,100,run02,20
55038,9872,494316,-84,100,run02,20
55086,9873,494366,-84,100,run02,20
55136,9874,494416,-84,100,run02,20
55184,9875,494466,-85,100,run02,20
55240,9876,494516,-84,100,run02,20
55284,9877,494566,-83,100,run02,20
55334,9878,494616,-84,100,run02,20
55384,9879,494666,-85,100,run02,20
55435,9880,494716,-83,100,run02,20
55490,9881,494766,-89,100,run02,20
55534,9882,494816,-83,100,run02,20
55586,9883,494866,-84,100,run02,20
55634,9884,494916,-84,100,run02,20
55689,9885,494966,-87,100,run02,20
55734,9886,495016,-84,100,run02,20
55794,9887,495066,-84,100,run02,20
55834,9888,495116,-85,100,run02,20
55892,9889,495166,-84,100,run02,20
55934,9890,495216,-83,100,run02,20
55984,9891,495266,-85,100,run02,20
56034,9892,495316,-84,100,run02,20
56086,9893,495366,-84,100,run02,20
56134,9894,495416,-83,100,run02,20
56185,9895,495466,-84,100,run02,20
56234,9896,495516,-85,100,run02,20
56289,9897,495566,-84,100,run02,20
56334,9898,495616,-84,100,run02,20
56389,9899,495666,-85,100,run02,20
56434,9900,495716,-85,100,run02,20
56486,9901,495766,-88,100,run02,20
56534,9902,495816,-86,100,run02,20
56584,9903,495866,-87,100,run02,20
56634,9904,495916,-87,100,run02,20
56698,9905,495966,-86,100,run02,20
56735,9906,496016,-86,100,run02,20
56809,9907,496066,-86,100,run02,20
56835,9908,496116,-84,100,run02,20
56885,9909,496166,-88,100,run02,20
56936,9910,496216,-85,100,run02,20
56994,9911,496266,-88,100,run02,20
57037,9912,496316,-86,100,run02,20
57084,9913,496366,-91,100,run02,20
57156,9914,496416,-86,100,run02,20
57195,9915,496466,-87,100,run02,20
57246,9916,496516,-87,100,run02,20
57293,9917,496566,-87,100,run02,20
57336,9918,496616,-81,100,run02,20
57384,9919,496666,-88,100,run02,20
57434,9920,496716,-87,100,run02,20
57484,9921,496766,-88,100,run02,20
57536,9922,496816,-87,100,run02,20
57584,9923,496866,-86,100,run02,20
57634,9924,496916,-87,100,run02,20
57685,9925,496966,-87,100,run02,20
57744,9926,497016,-88,100,run02,20
57786,9927,497066,-87,100,run02,20
57834,9928,497116,-86,100,run02,20
57889,9929,497166,-86,100,run02,20
57934,9930,497216,-86,100,run02,20
57984,9931,497266,-87,100,run02,20
58034,9932,497316,-87,100,run02,20
58084,9933,497366,-85,100,run02,20
58136,9934,497416,-86,100,run02,20
58184,9935,497466,-85,100,run02,20
58239,9936,497516,-87,100,run02,20
58284,9937,497566,-86,100,run02,20
58334,9938,497616,-86,100,run02,20
58384,9939,497666,-86,100,run02,20
58438,9940,497716,-86,100,run02,20
58484,9941,497766,-86,100,run02,20
58534,9942,497816,-85,100,run02,20
58584,9943,497866,-86,100,run02,20
58634,9944,497916,-85,100,run02,20
58684,9945,497966,-86,100,run02,20
58754,9946,498016,-87,100,run02,20
58805,9947,498066,-86,100,run02,20
58841,9948,498116,-86,100,run02,20
58885,9949,498166,-85,100,run02,20
58937,9950,498216,-86,100,run02,20
58986,9951,498266,-85,100,run02,20
59037,9952,498316,-85,100,run02,20
59087,9953,498366,-83,100,run02,20
59143,9954,498416,-84,100,run02,20
59184,9955,498466,-87,100,run02,20
59236,9956,498516,-86,100,run02,20
59284,9957,498566,-85,100,run02,20
59336,9958,498616,-92,100,run02,20
59392,9959,498666,-85,100,run02,20
59437,9960,498716,-86,100,run02,20
59484,9961,498766,-86,100,run02,20
59534,9962,498816,-86,100,run02,20
59584,9963,498866,-86,100,run02,20
59634,9964,498916,-85,100,run02,20
59684,9965,498966,-87,100,run02,20
59735,9966,499016,-85,100,run02,20
59784,9967,499066,-85,100,run02,20
59834,9968,499116,-86,100,run02,20
59885,9969,499166,-85,100,run02,20
59935,9970,499216,-85,100,run02,20
59991,9971,499266,-85,100,run02,20
60034,9972,499316,-83,100,run02,20
60089,9973,499366,-87,100,run02,20
60134,9974,499416,-85,100,run02,20
60184,9975,499466,-84,100,run02,20
60234,9976,499516,-86,100,run02,20
60291,9977,499566,-85,100,run02,20
60334,9978,499616,-86,100,run02,20
60385,9979,499666,-86,100,run02,20
60452,9980,499716,-85,100,run02,20
60487,9981,499766,-85,100,run02,20
60534,9982,499816,-85,100,run02,20
60588,9983,499866,-86,100,run02,20
60634,9984,499916,-86,100,run02,20
60684,9985,499966,-85,100,run02,20
60734,9986,500016,-86,100,run02,20
60785,9987,500066,-86,100,run02,20
60835,9988,500116,-85,100,run02,20
60893,9989,500166,-84,100,run02,20
60936,9990,500216,-85,100,run02,20
60984,9991,500266,-85,100,run02,20
61063,9992,500316,-85,100,run02,20
61085,9993,500366,-86,100,run02,20
61135,9994,500416,-90,100,run02,20
61189,9995,500466,-85,100,run02,20
61235,9996,500516,-85,100,run02,20
61284,9997,500566,-86,100,run02,20
61334,9998,500616,-85,100,run02,20
61387,9999,500666,-86,100,run02,20
61434,10000,500716,-85,100,run02,20
61485,10001,500766,-86,100,run02,20
61534,10002,500816,-82,100,run02,20
61586,10003,500866,-85,100,run02,20
61634,10004,500916,-84,100,run02,20
61684,10005,500966,-86,100,run02,20
61734,10006,501016,-85,100,run02,20
61785,10007,501066,-85,100,run02,20
61834,10008,501116,-85,100,run02,20
61885,10009,501166,-86,100,run02,20
61935,10010,501216,-85,100,run02,20
61984,10011,501266,-85,100,run02,20
62040,10012,501316,-86,100,run02,20
62087,10013,501366,-85,100,run02,20
62136,10014,501416,-84,100,run02,20
62184,10015,501466,-85,100,run02,20
62234,10016,501516,-85,100,run02,20
62284,10017,501566,-85,100,run02,20
62334,10018,501616,-85,100,run02,20
62384,10019,501666,-85,100,run02,20
62438,10020,501716,-86,100,run02,20
62484,10021,501766,-83,100,run02,20
62541,10022,501816,-85,100,run02,20
62584,10023,501866,-85,100,run02,20
62636,10024,501916,-86,100,run02,20
62684,10025,501966,-85,100,run02,20
62739,10026,502016,-85,100,run02,20
62784,10027,502066,-85,100,run02,20
62862,10028,502116,-85,100,run02,20
62884,10029,502166,-84,100,run02,20
62935,10030,502216,-85,100,run02,20
62984,10031,502266,-85,100,run02,20
63036,10032,502316,-85,100,run02,20
63084,10033,502366,-85,100,run02,20
63141,10034,502416,-84,100,run02,20
63184,10035,502466,-85,100,run02,20
63237,10036,502516,-85,100,run02,20
63284,10037,502566,-84,100,run02,20
63336,10038,502616,-86,100,run02,20
63384,10039,502666,-83,100,run02,20
63438,10040,502716,-85,100,run02,20
63484,10041,502766,-85,100,run02,20
63537,10042,502816,-84,100,run02,20
63584,10043,502866,-84,100,run02,20
63639,10044,502916,-86,100,run02,20
63684,10045,502966,-82,100,run02,20
63734,10046,503016,-84,100,run02,20
63784,10047,503066,-85,100,run02,20
63834,10048,503116,-85,100,run02,20
63884,10049,503166,-85,100,run02,20
63934,10050,503216,-85,100,run02,20
63986,10051,503266,-85,100,run02,20
64038,10052,503316,-85,100,run02,20
64084,10053,503366,-85,100,run02,20
64134,10054,503416,-85,100,run02,20
64184,10055,503466,-85,100,run02,20
64236,10056,503516,-84,100,run02,20
64284,10057,503566,-87,100,run02,20
64334,10058,503616,-88,100,run02,20
64389,10059,503666,-86,100,run02,20
64434,10060,503716,-85,100,run02,20
64484,10061,503766,-85,100,run02,20
64534,10062,503816,-84,100,run02,20
64596,10063,503866,-85,100,run02,20
64634,10064,503916,-84,100,run02,20
64684,10065,503966,-85,100,run02,20
64735,10066,504016,-84,100,run02,20
64797,10067,504066,-84,100,run02,20
64834,10068,504116,-85,100,run02,20
64886,10069,504166,-85,100,run02,20
64934,10070,504216,-85,100,run02,20
64989,10071,504266,-83,100,run02,20
65034,10072,504316,-85,100,run02,20
65086,10073,504366,-82,100,run02,20
65138,10074,504416,-83,100,run02,20
65188,10075,504466,-84,100,run02,20
65236,10076,504516,-84,100,run02,20
65285,10077,504566,-85,100,run02,20
65335,10078,504616,-84,100,run02,20
65387,10079,504666,-84,100,run02,20
65434,10080,504716,-85,100,run02,20
65491,10081,504766,-84,100,run02,20
65536,10082,504816,-85,100,run02,20
65589,10083,504866,-85,100,run02,20
65634,10084,504916,-85,100,run02,20
65687,10085,504966,-85,100,run02,20
65736,10086,505016,-83,100,run02,20
65789,10087,505066,-84,100,run02,20
65834,10088,505116,-81,100,run02,20
65891,10089,505166,-85,100,run02,20
65934,10090,505216,-85,100,run02,20
65984,10091,505266,-85,100,run02,20
66034,10092,505316,-85,100,run02,20
66084,10093,505366,-85,100,run02,20
66138,10094,505416,-84,100,run02,20
66184,10095,505466,-85,100,run02,20
66234,10096,505516,-85,100,run02,20
66284,10097,505566,-86,100,run02,20
66334,10098,505616,-85,100,run02,20
66384,10099,505666,-87,100,run02,20
66442,10100,505716,-85,100,run02,20
66484,10101,505766,-86,100,run02,20
66538,10102,505816,-85,100,run02,20
66584,10103,505866,-85,100,run02,20
66634,10104,505916,-86,100,run02,20
66684,10105,505966,-86,100,run02,20
66736,10106,506016,-85,100,run02,20
66784,10107,506066,-86,100,run02,20
66834,10108,506116,-86,100,run02,20
66890,10109,506166,-83,100,run02,20
66941,10110,506216,-89,100,run02,20
66984,10111,506266,-85,100,run02,20
67035,10112,506316,-86,100,run02,20
67087,10113,506366,-90,100,run02,20
67135,10114,506416,-86,100,run02,20
67184,10115,506466,-86,100,run02,20
67240,10116,506516,-86,100,run02,20
67284,10117,506566,-86,100,run02,20
67339,10118,506616,-86,100,run02,20
