pc_timestamp,record,session_id,rx_ms_receiver,src_mac,dst_mac,seq,tx_ms_sender,gap,total_missing,name,value,rssi_dbm,noise_floor_dbm,snr_db,channel,sig_mode,mcs,rate
2026-06-13T14:24:16,RX,run05,260504,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,48177,2409566,0,1420,ESP_SENDER,66.70,-96,-97,1,1,0,0,0
2026-06-13T14:24:16,RX,run05,260553,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,48178,2409616,0,1420,ESP_SENDER,21.30,-94,-97,3,1,0,0,0
2026-06-13T14:24:16,RX,run05,260603,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,48179,2409666,0,1420,ESP_SENDER,65.60,-93,-97,4,1,0,0,0
2026-06-13T14:24:16,RX,run05,260655,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,48180,2409716,0,1420,ESP_SENDER,34.40,-92,-97,5,1,0,0,0
2026-06-13T14:24:16,RX,run05,260703,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,48181,2409766,0,1420,ESP_SENDER,53.90,-95,-97,2,1,0,0,0
2026-06-13T14:24:16,RX,run05,260758,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,48182,2409816,0,1420,ESP_SENDER,44.40,-92,-97,5,1,0,0,0
2026-06-13T14:24:16,RX,run05,260810,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,48183,2409866,0,1420,ESP_SENDER,82.70,-92,-97,5,1,0,0,0
2026-06-13T14:24:16,RX,run05,260856,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,48184,2409916,0,1420,ESP_SENDER,72.70,-94,-97,3,1,0,0,0
2026-06-13T14:24:16,RX,run05,260922,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,48185,2409966,0,1420,ESP_SENDER,95.70,-92,-97,5,1,0,0,0
2026-06-13T14:24:16,RX,run05,260966,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,48186,2410016,0,1420,ESP_SENDER,2.70,-94,-97,3,1,0,0,0
2026-06-13T14:24:16,RX,run05,261003,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,48187,2410066,0,1420,ESP_SENDER,54.60,-93,-97,4,1,0,0,0
2026-06-13T14:24:17,RX,run05,261055,F0:24:F9:0E:47:C4,F0:24:F9:0E:9C:F4,48188,2410116,0,1420,ESP_SENDER,63.00,-94,-97,3,1,0,0,0
